,Sites,Data da Coleta,Data da Viagem,Destino,Empresa,Turno,Precos
374,Mundi,2018-07-31,2018-08-28,BSB-VIX,GOL,N,341
375,Mundi,2018-07-31,2018-08-28,BSB-VIX,AZUL,M,204
376,Mundi,2018-07-31,2018-08-28,BSB-VIX,AZUL,T,204
377,Mundi,2018-07-31,2018-08-28,BSB-VIX,AZUL,N,204
378,Decolar,2018-01-30,2018-02-27,SAO-VIX,TAM,M,243
379,Decolar,2018-01-30,2018-02-27,SAO-VIX,TAM,T,243
380,Decolar,2018-01-30,2018-02-27,SAO-VIX,TAM,N,243
381,Decolar,2018-01-30,2018-02-27,SAO-VIX,GOL,M,402
382,Decolar,2018-01-30,2018-02-27,SAO-VIX,GOL,T,-
383,Decolar,2018-01-30,2018-02-27,SAO-VIX,GOL,N,268
384,Decolar,2018-01-30,2018-02-27,SAO-VIX,AZUL,M,266
385,Decolar,2018-01-30,2018-02-27,SAO-VIX,AZUL,T,-
386,Decolar,2018-01-30,2018-02-27,SAO-VIX,AZUL,N,268
387,Decolar,2018-02-27,2018-03-27,SAO-VIX,TAM,M,363
388,Decolar,2018-02-27,2018-03-27,SAO-VIX,TAM,T,243
389,Decolar,2018-02-27,2018-03-27,SAO-VIX,TAM,N,404
390,Decolar,2018-02-27,2018-03-27,SAO-VIX,GOL,M,404
391,Decolar,2018-02-27,2018-03-27,SAO-VIX,GOL,T,404
392,Decolar,2018-02-27,2018-03-27,SAO-VIX,GOL,N,279
393,Decolar,2018-02-27,2018-03-27,SAO-VIX,AZUL,M,258
394,Decolar,2018-02-27,2018-03-27,SAO-VIX,AZUL,T,404
395,Decolar,2018-02-27,2018-03-27,SAO-VIX,AZUL,N,279
396,Decolar,2018-03-27,2018-04-24,SAO-VIX,TAM,M,256
397,Decolar,2018-03-27,2018-04-24,SAO-VIX,TAM,T,212
398,Decolar,2018-03-27,2018-04-24,SAO-VIX,TAM,N,240
399,Decolar,2018-03-27,2018-04-24,SAO-VIX,GOL,M,215
400,Decolar,2018-03-27,2018-04-24,SAO-VIX,GOL,T,251
401,Decolar,2018-03-27,2018-04-24,SAO-VIX,GOL,N,251
402,Decolar,2018-03-27,2018-04-24,SAO-VIX,AZUL,M,229
403,Decolar,2018-03-27,2018-04-24,SAO-VIX,AZUL,T,251
404,Decolar,2018-03-27,2018-04-24,SAO-VIX,AZUL,N,251
405,Decolar,2018-04-24,2018-05-29,SAO-VIX,TAM,M,231
406,Decolar,2018-04-24,2018-05-29,SAO-VIX,TAM,T,190
407,Decolar,2018-04-24,2018-05-29,SAO-VIX,TAM,N,384
408,Decolar,2018-04-24,2018-05-29,SAO-VIX,GOL,M,212
409,Decolar,2018-04-24,2018-05-29,SAO-VIX,GOL,T,-
410,Decolar,2018-04-24,2018-05-29,SAO-VIX,GOL,N,268
411,Decolar,2018-04-24,2018-05-29,SAO-VIX,AZUL,M,242
412,Decolar,2018-04-24,2018-05-29,SAO-VIX,AZUL,T,-
413,Decolar,2018-04-24,2018-05-29,SAO-VIX,AZUL,N,268
414,Decolar,2018-05-29,2018-06-26,SAO-VIX,TAM,M,213
415,Decolar,2018-05-29,2018-06-26,SAO-VIX,TAM,T,213
416,Decolar,2018-05-29,2018-06-26,SAO-VIX,TAM,N,269
417,Decolar,2018-05-29,2018-06-26,SAO-VIX,GOL,M,204
418,Decolar,2018-05-29,2018-06-26,SAO-VIX,GOL,T,-
419,Decolar,2018-05-29,2018-06-26,SAO-VIX,GOL,N,259
420,Decolar,2018-05-29,2018-06-26,SAO-VIX,AZUL,M,248
421,Decolar,2018-05-29,2018-06-26,SAO-VIX,AZUL,T,-
422,Decolar,2018-05-29,2018-06-26,SAO-VIX,AZUL,N,259
423,Decolar,2018-07-31,2018-08-28,SAO-VIX,TAM,M,214
424,Decolar,2018-07-31,2018-08-28,SAO-VIX,TAM,T,214
425,Decolar,2018-07-31,2018-08-28,SAO-VIX,TAM,N,313
426,Decolar,2018-07-31,2018-08-28,SAO-VIX,GOL,M,214
427,Decolar,2018-07-31,2018-08-28,SAO-VIX,GOL,T,-
428,Decolar,2018-07-31,2018-08-28,SAO-VIX,GOL,N,214
429,Decolar,2018-07-31,2018-08-28,SAO-VIX,AZUL,M,264
430,Decolar,2018-07-31,2018-08-28,SAO-VIX,AZUL,T,-
431,Decolar,2018-07-31,2018-08-28,SAO-VIX,AZUL,N,214
432,Decolar,2018-01-30,2018-02-27,BHZ-VIX,TAM,M,195
433,Decolar,2018-01-30,2018-02-27,BHZ-VIX,TAM,T,195
434,Decolar,2018-01-30,2018-02-27,BHZ-VIX,TAM,N,195
435,Decolar,2018-01-30,2018-02-27,BHZ-VIX,GOL,M,220
436,Decolar,2018-01-30,2018-02-27,BHZ-VIX,GOL,T,220
437,Decolar,2018-01-30,2018-02-27,BHZ-VIX,GOL,N,220
438,Decolar,2018-01-30,2018-02-27,BHZ-VIX,AZUL,M,198
439,Decolar,2018-01-30,2018-02-27,BHZ-VIX,AZUL,T,220
440,Decolar,2018-01-30,2018-02-27,BHZ-VIX,AZUL,N,220
441,Decolar,2018-02-27,2018-03-27,BHZ-VIX,TAM,M,195
442,Decolar,2018-02-27,2018-03-27,BHZ-VIX,TAM,T,195
443,Decolar,2018-02-27,2018-03-27,BHZ-VIX,TAM,N,195
444,Decolar,2018-02-27,2018-03-27,BHZ-VIX,GOL,M,220
445,Decolar,2018-02-27,2018-03-27,BHZ-VIX,GOL,T,290
446,Decolar,2018-02-27,2018-03-27,BHZ-VIX,GOL,N,220
447,Decolar,2018-02-27,2018-03-27,BHZ-VIX,AZUL,M,240
448,Decolar,2018-02-27,2018-03-27,BHZ-VIX,AZUL,T,290
449,Decolar,2018-02-27,2018-03-27,BHZ-VIX,AZUL,N,220
450,Decolar,2018-03-27,2018-04-24,BHZ-VIX,TAM,M,192
451,Decolar,2018-03-27,2018-04-24,BHZ-VIX,TAM,T,192
452,Decolar,2018-03-27,2018-04-24,BHZ-VIX,TAM,N,192
453,Decolar,2018-03-27,2018-04-24,BHZ-VIX,GOL,M,295
454,Decolar,2018-03-27,2018-04-24,BHZ-VIX,GOL,T,289
455,Decolar,2018-03-27,2018-04-24,BHZ-VIX,GOL,N,295
456,Decolar,2018-03-27,2018-04-24,BHZ-VIX,AZUL,M,182
457,Decolar,2018-03-27,2018-04-24,BHZ-VIX,AZUL,T,289
458,Decolar,2018-03-27,2018-04-24,BHZ-VIX,AZUL,N,295
459,Decolar,2018-04-24,2018-05-29,BHZ-VIX,TAM,M,207
460,Decolar,2018-04-24,2018-05-29,BHZ-VIX,TAM,T,207
461,Decolar,2018-04-24,2018-05-29,BHZ-VIX,TAM,N,366
462,Decolar,2018-04-24,2018-05-29,BHZ-VIX,GOL,M,220
463,Decolar,2018-04-24,2018-05-29,BHZ-VIX,GOL,T,474
464,Decolar,2018-04-24,2018-05-29,BHZ-VIX,GOL,N,220
465,Decolar,2018-04-24,2018-05-29,BHZ-VIX,AZUL,M,197
466,Decolar,2018-04-24,2018-05-29,BHZ-VIX,AZUL,T,474
467,Decolar,2018-04-24,2018-05-29,BHZ-VIX,AZUL,N,220
468,Decolar,2018-05-29,2018-06-26,BHZ-VIX,TAM,M,206
469,Decolar,2018-05-29,2018-06-26,BHZ-VIX,TAM,T,206
470,Decolar,2018-05-29,2018-06-26,BHZ-VIX,TAM,N,219
471,Decolar,2018-05-29,2018-06-26,BHZ-VIX,GOL,M,211
472,Decolar,2018-05-29,2018-06-26,BHZ-VIX,GOL,T,487
473,Decolar,2018-05-29,2018-06-26,BHZ-VIX,GOL,N,211
474,Decolar,2018-05-29,2018-06-26,BHZ-VIX,AZUL,M,196
475,Decolar,2018-05-29,2018-06-26,BHZ-VIX,AZUL,T,487
476,Decolar,2018-05-29,2018-06-26,BHZ-VIX,AZUL,N,211
477,Decolar,2018-07-31,2018-08-28,BHZ-VIX,TAM,M,202
478,Decolar,2018-07-31,2018-08-28,BHZ-VIX,TAM,T,202
479,Decolar,2018-07-31,2018-08-28,BHZ-VIX,TAM,N,415
480,Decolar,2018-07-31,2018-08-28,BHZ-VIX,GOL,M,288
481,Decolar,2018-07-31,2018-08-28,BHZ-VIX,GOL,T,
482,Decolar,2018-07-31,2018-08-28,BHZ-VIX,GOL,N,288
483,Decolar,2018-07-31,2018-08-28,BHZ-VIX,AZUL,M,278
484,Decolar,2018-07-31,2018-08-28,BHZ-VIX,AZUL,T,
485,Decolar,2018-07-31,2018-08-28,BHZ-VIX,AZUL,N,288
486,Decolar,2018-01-30,2018-02-27,RIO-VIX,TAM,M,333
487,Decolar,2018-01-30,2018-02-27,RIO-VIX,TAM,T,333
488,Decolar,2018-01-30,2018-02-27,RIO-VIX,TAM,N,333
489,Decolar,2018-01-30,2018-02-27,RIO-VIX,GOL,M,290
490,Decolar,2018-01-30,2018-02-27,RIO-VIX,GOL,T,290
491,Decolar,2018-01-30,2018-02-27,RIO-VIX,GOL,N,290
492,Decolar,2018-01-30,2018-02-27,RIO-VIX,AZUL,M,282
493,Decolar,2018-01-30,2018-02-27,RIO-VIX,AZUL,T,290
494,Decolar,2018-01-30,2018-02-27,RIO-VIX,AZUL,N,290
495,Decolar,2018-02-27,2018-03-27,RIO-VIX,TAM,M,234
496,Decolar,2018-02-27,2018-03-27,RIO-VIX,TAM,T,236
497,Decolar,2018-02-27,2018-03-27,RIO-VIX,TAM,N,262
498,Decolar,2018-02-27,2018-03-27,RIO-VIX,GOL,M,262
499,Decolar,2018-02-27,2018-03-27,RIO-VIX,GOL,T,205
500,Decolar,2018-02-27,2018-03-27,RIO-VIX,GOL,N,205
501,Decolar,2018-02-27,2018-03-27,RIO-VIX,AZUL,M,195
502,Decolar,2018-02-27,2018-03-27,RIO-VIX,AZUL,T,205
503,Decolar,2018-02-27,2018-03-27,RIO-VIX,AZUL,N,205
504,Decolar,2018-03-27,2018-04-24,RIO-VIX,TAM,M,202
505,Decolar,2018-03-27,2018-04-24,RIO-VIX,TAM,T,233
506,Decolar,2018-03-27,2018-04-24,RIO-VIX,TAM,N,232
507,Decolar,2018-03-27,2018-04-24,RIO-VIX,GOL,M,205
508,Decolar,2018-03-27,2018-04-24,RIO-VIX,GOL,T,205
509,Decolar,2018-03-27,2018-04-24,RIO-VIX,GOL,N,205
510,Decolar,2018-03-27,2018-04-24,RIO-VIX,AZUL,M,179
511,Decolar,2018-03-27,2018-04-24,RIO-VIX,AZUL,T,205
512,Decolar,2018-03-27,2018-04-24,RIO-VIX,AZUL,N,205
513,Decolar,2018-04-24,2018-05-29,RIO-VIX,TAM,M,218
514,Decolar,2018-04-24,2018-05-29,RIO-VIX,TAM,T,225
515,Decolar,2018-04-24,2018-05-29,RIO-VIX,TAM,N,386
516,Decolar,2018-04-24,2018-05-29,RIO-VIX,GOL,M,234
517,Decolar,2018-04-24,2018-05-29,RIO-VIX,GOL,T,234
518,Decolar,2018-04-24,2018-05-29,RIO-VIX,GOL,N,234
519,Decolar,2018-04-24,2018-05-29,RIO-VIX,AZUL,M,169
520,Decolar,2018-04-24,2018-05-29,RIO-VIX,AZUL,T,234
521,Decolar,2018-04-24,2018-05-29,RIO-VIX,AZUL,N,234
522,Decolar,2018-05-29,2018-06-26,RIO-VIX,TAM,M,256
523,Decolar,2018-05-29,2018-06-26,RIO-VIX,TAM,T,256
524,Decolar,2018-05-29,2018-06-26,RIO-VIX,TAM,N,256
525,Decolar,2018-05-29,2018-06-26,RIO-VIX,GOL,M,222
526,Decolar,2018-05-29,2018-06-26,RIO-VIX,GOL,T,222
527,Decolar,2018-05-29,2018-06-26,RIO-VIX,GOL,N,222
528,Decolar,2018-05-29,2018-06-26,RIO-VIX,AZUL,M,178
529,Decolar,2018-05-29,2018-06-26,RIO-VIX,AZUL,T,222
530,Decolar,2018-05-29,2018-06-26,RIO-VIX,AZUL,N,222
531,Decolar,2018-07-31,2018-08-28,RIO-VIX,TAM,M,305
532,Decolar,2018-07-31,2018-08-28,RIO-VIX,TAM,T,305
533,Decolar,2018-07-31,2018-08-28,RIO-VIX,TAM,N,353
534,Decolar,2018-07-31,2018-08-28,RIO-VIX,GOL,M,257
535,Decolar,2018-07-31,2018-08-28,RIO-VIX,GOL,T,257
536,Decolar,2018-07-31,2018-08-28,RIO-VIX,GOL,N,257
537,Decolar,2018-07-31,2018-08-28,RIO-VIX,AZUL,M,239
538,Decolar,2018-07-31,2018-08-28,RIO-VIX,AZUL,T,257
539,Decolar,2018-07-31,2018-08-28,RIO-VIX,AZUL,N,257
540,Decolar,2018-01-30,2018-02-27,REC-VIX,TAM,M,846
541,Decolar,2018-01-30,2018-02-27,REC-VIX,TAM,T,816
542,Decolar,2018-01-30,2018-02-27,REC-VIX,TAM,N,844
543,Decolar,2018-01-30,2018-02-27,REC-VIX,GOL,M,1458
544,Decolar,2018-01-30,2018-02-27,REC-VIX,GOL,T,571
545,Decolar,2018-01-30,2018-02-27,REC-VIX,GOL,N,-
546,Decolar,2018-01-30,2018-02-27,REC-VIX,AZUL,M,573
547,Decolar,2018-01-30,2018-02-27,REC-VIX,AZUL,T,571
548,Decolar,2018-01-30,2018-02-27,REC-VIX,AZUL,N,-
549,Decolar,2018-02-27,2018-03-27,REC-VIX,TAM,M,1054
550,Decolar,2018-02-27,2018-03-27,REC-VIX,TAM,T,1547
551,Decolar,2018-02-27,2018-03-27,REC-VIX,TAM,N,727
552,Decolar,2018-02-27,2018-03-27,REC-VIX,GOL,M,1315
553,Decolar,2018-02-27,2018-03-27,REC-VIX,GOL,T,937
554,Decolar,2018-02-27,2018-03-27,REC-VIX,GOL,N,-
555,Decolar,2018-02-27,2018-03-27,REC-VIX,AZUL,M,520
556,Decolar,2018-02-27,2018-03-27,REC-VIX,AZUL,T,937
557,Decolar,2018-02-27,2018-03-27,REC-VIX,AZUL,N,-
558,Decolar,2018-03-27,2018-04-24,REC-VIX,TAM,M,525
559,Decolar,2018-03-27,2018-04-24,REC-VIX,TAM,T,557
560,Decolar,2018-03-27,2018-04-24,REC-VIX,TAM,N,553
561,Decolar,2018-03-27,2018-04-24,REC-VIX,GOL,M,1442
562,Decolar,2018-03-27,2018-04-24,REC-VIX,GOL,T,-
563,Decolar,2018-03-27,2018-04-24,REC-VIX,GOL,N,1442
564,Decolar,2018-03-27,2018-04-24,REC-VIX,AZUL,M,457
565,Decolar,2018-03-27,2018-04-24,REC-VIX,AZUL,T,-
566,Decolar,2018-03-27,2018-04-24,REC-VIX,AZUL,N,1442
567,Decolar,2018-04-24,2018-05-29,REC-VIX,TAM,M,428
568,Decolar,2018-04-24,2018-05-29,REC-VIX,TAM,T,592
569,Decolar,2018-04-24,2018-05-29,REC-VIX,TAM,N,559
570,Decolar,2018-04-24,2018-05-29,REC-VIX,GOL,M,873
571,Decolar,2018-04-24,2018-05-29,REC-VIX,GOL,T,539
572,Decolar,2018-04-24,2018-05-29,REC-VIX,GOL,N,
573,Decolar,2018-04-24,2018-05-29,REC-VIX,AZUL,M,411
574,Decolar,2018-04-24,2018-05-29,REC-VIX,AZUL,T,539
575,Decolar,2018-04-24,2018-05-29,REC-VIX,AZUL,N,
576,Decolar,2018-05-29,2018-06-26,REC-VIX,TAM,M,456
577,Decolar,2018-05-29,2018-06-26,REC-VIX,TAM,T,456
578,Decolar,2018-05-29,2018-06-26,REC-VIX,TAM,N,577
579,Decolar,2018-05-29,2018-06-26,REC-VIX,GOL,M,-
580,Decolar,2018-05-29,2018-06-26,REC-VIX,GOL,T,1203
581,Decolar,2018-05-29,2018-06-26,REC-VIX,GOL,N,-
582,Decolar,2018-05-29,2018-06-26,REC-VIX,AZUL,M,491
583,Decolar,2018-05-29,2018-06-26,REC-VIX,AZUL,T,1203
584,Decolar,2018-05-29,2018-06-26,REC-VIX,AZUL,N,-
585,Decolar,2018-07-31,2018-08-28,REC-VIX,TAM,M,466
586,Decolar,2018-07-31,2018-08-28,REC-VIX,TAM,T,466
587,Decolar,2018-07-31,2018-08-28,REC-VIX,TAM,N,383
588,Decolar,2018-07-31,2018-08-28,REC-VIX,GOL,M,
589,Decolar,2018-07-31,2018-08-28,REC-VIX,GOL,T,466
590,Decolar,2018-07-31,2018-08-28,REC-VIX,GOL,N,
591,Decolar,2018-07-31,2018-08-28,REC-VIX,AZUL,M,644
592,Decolar,2018-07-31,2018-08-28,REC-VIX,AZUL,T,466
593,Decolar,2018-07-31,2018-08-28,REC-VIX,AZUL,N,
594,Decolar,2018-01-30,2018-02-27,SSA-VIX,TAM,M,512
595,Decolar,2018-01-30,2018-02-27,SSA-VIX,TAM,T,648
596,Decolar,2018-01-30,2018-02-27,SSA-VIX,TAM,N,541
597,Decolar,2018-01-30,2018-02-27,SSA-VIX,GOL,M,685
598,Decolar,2018-01-30,2018-02-27,SSA-VIX,GOL,T,440
599,Decolar,2018-01-30,2018-02-27,SSA-VIX,GOL,N,-
600,Decolar,2018-01-30,2018-02-27,SSA-VIX,AZUL,M,586
601,Decolar,2018-01-30,2018-02-27,SSA-VIX,AZUL,T,440
602,Decolar,2018-01-30,2018-02-27,SSA-VIX,AZUL,N,-
603,Decolar,2018-02-27,2018-03-27,SSA-VIX,TAM,M,512
604,Decolar,2018-02-27,2018-03-27,SSA-VIX,TAM,T,512
605,Decolar,2018-02-27,2018-03-27,SSA-VIX,TAM,N,648
606,Decolar,2018-02-27,2018-03-27,SSA-VIX,GOL,M,599
607,Decolar,2018-02-27,2018-03-27,SSA-VIX,GOL,T,167
608,Decolar,2018-02-27,2018-03-27,SSA-VIX,GOL,N,-
609,Decolar,2018-02-27,2018-03-27,SSA-VIX,AZUL,M,437
610,Decolar,2018-02-27,2018-03-27,SSA-VIX,AZUL,T,167
611,Decolar,2018-02-27,2018-03-27,SSA-VIX,AZUL,N,-
612,Decolar,2018-03-27,2018-04-24,SSA-VIX,TAM,M,503
613,Decolar,2018-03-27,2018-04-24,SSA-VIX,TAM,T,503
614,Decolar,2018-03-27,2018-04-24,SSA-VIX,TAM,N,533
615,Decolar,2018-03-27,2018-04-24,SSA-VIX,GOL,M,599
616,Decolar,2018-03-27,2018-04-24,SSA-VIX,GOL,T,1213
617,Decolar,2018-03-27,2018-04-24,SSA-VIX,GOL,N,-
618,Decolar,2018-03-27,2018-04-24,SSA-VIX,AZUL,M,576
619,Decolar,2018-03-27,2018-04-24,SSA-VIX,AZUL,T,1213
620,Decolar,2018-03-27,2018-04-24,SSA-VIX,AZUL,N,-
621,Decolar,2018-04-24,2018-05-29,SSA-VIX,TAM,M,490
622,Decolar,2018-04-24,2018-05-29,SSA-VIX,TAM,T,559
623,Decolar,2018-04-24,2018-05-29,SSA-VIX,TAM,N,597
624,Decolar,2018-04-24,2018-05-29,SSA-VIX,GOL,M,478
625,Decolar,2018-04-24,2018-05-29,SSA-VIX,GOL,T,
626,Decolar,2018-04-24,2018-05-29,SSA-VIX,GOL,N,750
627,Decolar,2018-04-24,2018-05-29,SSA-VIX,AZUL,M,478
628,Decolar,2018-04-24,2018-05-29,SSA-VIX,AZUL,T,
629,Decolar,2018-04-24,2018-05-29,SSA-VIX,AZUL,N,750
630,Decolar,2018-05-29,2018-06-26,SSA-VIX,TAM,M,530
631,Decolar,2018-05-29,2018-06-26,SSA-VIX,TAM,T,669
632,Decolar,2018-05-29,2018-06-26,SSA-VIX,TAM,N,-
633,Decolar,2018-05-29,2018-06-26,SSA-VIX,GOL,M,764
634,Decolar,2018-05-29,2018-06-26,SSA-VIX,GOL,T,-
635,Decolar,2018-05-29,2018-06-26,SSA-VIX,GOL,N,764
636,Decolar,2018-05-29,2018-06-26,SSA-VIX,AZUL,M,1864
637,Decolar,2018-05-29,2018-06-26,SSA-VIX,AZUL,T,-
638,Decolar,2018-05-29,2018-06-26,SSA-VIX,AZUL,N,764
639,Decolar,2018-07-31,2018-08-28,SSA-VIX,TAM,M,336
640,Decolar,2018-07-31,2018-08-28,SSA-VIX,TAM,T,336
641,Decolar,2018-07-31,2018-08-28,SSA-VIX,TAM,N,427
642,Decolar,2018-07-31,2018-08-28,SSA-VIX,GOL,M,964
643,Decolar,2018-07-31,2018-08-28,SSA-VIX,GOL,T,357
644,Decolar,2018-07-31,2018-08-28,SSA-VIX,GOL,N,964
645,Decolar,2018-07-31,2018-08-28,SSA-VIX,AZUL,M,879
646,Decolar,2018-07-31,2018-08-28,SSA-VIX,AZUL,T,357
647,Decolar,2018-07-31,2018-08-28,SSA-VIX,AZUL,N,964
648,Decolar,2018-01-30,2018-02-27,POA-VIX,TAM,M,519
649,Decolar,2018-01-30,2018-02-27,POA-VIX,TAM,T,331
650,Decolar,2018-01-30,2018-02-27,POA-VIX,TAM,N,-
651,Decolar,2018-01-30,2018-02-27,POA-VIX,GOL,M,344
652,Decolar,2018-01-30,2018-02-27,POA-VIX,GOL,T,344
653,Decolar,2018-01-30,2018-02-27,POA-VIX,GOL,N,344
654,Decolar,2018-01-30,2018-02-27,POA-VIX,AZUL,M,334
655,Decolar,2018-01-30,2018-02-27,POA-VIX,AZUL,T,344
656,Decolar,2018-01-30,2018-02-27,POA-VIX,AZUL,N,344
657,Decolar,2018-02-27,2018-03-27,POA-VIX,TAM,M,288
658,Decolar,2018-02-27,2018-03-27,POA-VIX,TAM,T,320
659,Decolar,2018-02-27,2018-03-27,POA-VIX,TAM,N,513
660,Decolar,2018-02-27,2018-03-27,POA-VIX,GOL,M,288
661,Decolar,2018-02-27,2018-03-27,POA-VIX,GOL,T,288
662,Decolar,2018-02-27,2018-03-27,POA-VIX,GOL,N,288
663,Decolar,2018-02-27,2018-03-27,POA-VIX,AZUL,M,278
664,Decolar,2018-02-27,2018-03-27,POA-VIX,AZUL,T,288
665,Decolar,2018-02-27,2018-03-27,POA-VIX,AZUL,N,288
666,Decolar,2018-03-27,2018-04-24,POA-VIX,TAM,M,284
667,Decolar,2018-03-27,2018-04-24,POA-VIX,TAM,T,284
668,Decolar,2018-03-27,2018-04-24,POA-VIX,TAM,N,284
669,Decolar,2018-03-27,2018-04-24,POA-VIX,GOL,M,288
670,Decolar,2018-03-27,2018-04-24,POA-VIX,GOL,T,288
671,Decolar,2018-03-27,2018-04-24,POA-VIX,GOL,N,1164
672,Decolar,2018-03-27,2018-04-24,POA-VIX,AZUL,M,249
673,Decolar,2018-03-27,2018-04-24,POA-VIX,AZUL,T,288
674,Decolar,2018-03-27,2018-04-24,POA-VIX,AZUL,N,1164
675,Decolar,2018-04-24,2018-05-29,POA-VIX,TAM,M,260
676,Decolar,2018-04-24,2018-05-29,POA-VIX,TAM,T,260
677,Decolar,2018-04-24,2018-05-29,POA-VIX,TAM,N,385
678,Decolar,2018-04-24,2018-05-29,POA-VIX,GOL,M,256
679,Decolar,2018-04-24,2018-05-29,POA-VIX,GOL,T,256
680,Decolar,2018-04-24,2018-05-29,POA-VIX,GOL,N,256
681,Decolar,2018-04-24,2018-05-29,POA-VIX,AZUL,M,235
682,Decolar,2018-04-24,2018-05-29,POA-VIX,AZUL,T,256
683,Decolar,2018-04-24,2018-05-29,POA-VIX,AZUL,N,256
684,Decolar,2018-05-29,2018-06-26,POA-VIX,TAM,M,274
685,Decolar,2018-05-29,2018-06-26,POA-VIX,TAM,T,274
686,Decolar,2018-05-29,2018-06-26,POA-VIX,TAM,N,2693
687,Decolar,2018-05-29,2018-06-26,POA-VIX,GOL,M,286
688,Decolar,2018-05-29,2018-06-26,POA-VIX,GOL,T,286
689,Decolar,2018-05-29,2018-06-26,POA-VIX,GOL,N,286
690,Decolar,2018-05-29,2018-06-26,POA-VIX,AZUL,M,252
691,Decolar,2018-05-29,2018-06-26,POA-VIX,AZUL,T,286
692,Decolar,2018-05-29,2018-06-26,POA-VIX,AZUL,N,286
693,Decolar,2018-07-31,2018-08-28,POA-VIX,TAM,M,270
694,Decolar,2018-07-31,2018-08-28,POA-VIX,TAM,T,502
695,Decolar,2018-07-31,2018-08-28,POA-VIX,TAM,N,-
696,Decolar,2018-07-31,2018-08-28,POA-VIX,GOL,M,467
697,Decolar,2018-07-31,2018-08-28,POA-VIX,GOL,T,467
698,Decolar,2018-07-31,2018-08-28,POA-VIX,GOL,N,467
699,Decolar,2018-07-31,2018-08-28,POA-VIX,AZUL,M,270
700,Decolar,2018-07-31,2018-08-28,POA-VIX,AZUL,T,467
701,Decolar,2018-07-31,2018-08-28,POA-VIX,AZUL,N,467
702,Decolar,2018-01-30,2018-02-27,BSB-VIX,TAM,M,256
703,Decolar,2018-01-30,2018-02-27,BSB-VIX,TAM,T,256
704,Decolar,2018-01-30,2018-02-27,BSB-VIX,TAM,N,256
705,Decolar,2018-01-30,2018-02-27,BSB-VIX,GOL,M,269
706,Decolar,2018-01-30,2018-02-27,BSB-VIX,GOL,T,269
707,Decolar,2018-01-30,2018-02-27,BSB-VIX,GOL,N,269
708,Decolar,2018-01-30,2018-02-27,BSB-VIX,AZUL,M,238
709,Decolar,2018-01-30,2018-02-27,BSB-VIX,AZUL,T,269
710,Decolar,2018-01-30,2018-02-27,BSB-VIX,AZUL,N,269
711,Decolar,2018-02-27,2018-03-27,BSB-VIX,TAM,M,249
712,Decolar,2018-02-27,2018-03-27,BSB-VIX,TAM,T,249
713,Decolar,2018-02-27,2018-03-27,BSB-VIX,TAM,N,249
714,Decolar,2018-02-27,2018-03-27,BSB-VIX,GOL,M,269
715,Decolar,2018-02-27,2018-03-27,BSB-VIX,GOL,T,269
716,Decolar,2018-02-27,2018-03-27,BSB-VIX,GOL,N,269
717,Decolar,2018-02-27,2018-03-27,BSB-VIX,AZUL,M,238
718,Decolar,2018-02-27,2018-03-27,BSB-VIX,AZUL,T,269
719,Decolar,2018-02-27,2018-03-27,BSB-VIX,AZUL,N,269
720,Decolar,2018-03-27,2018-04-24,BSB-VIX,TAM,M,245
721,Decolar,2018-03-27,2018-04-24,BSB-VIX,TAM,T,245
722,Decolar,2018-03-27,2018-04-24,BSB-VIX,TAM,N,245
723,Decolar,2018-03-27,2018-04-24,BSB-VIX,GOL,M,269
724,Decolar,2018-03-27,2018-04-24,BSB-VIX,GOL,T,269
725,Decolar,2018-03-27,2018-04-24,BSB-VIX,GOL,N,314
726,Decolar,2018-03-27,2018-04-24,BSB-VIX,AZUL,M,217
727,Decolar,2018-03-27,2018-04-24,BSB-VIX,AZUL,T,269
728,Decolar,2018-03-27,2018-04-24,BSB-VIX,AZUL,N,314
729,Decolar,2018-04-24,2018-05-29,BSB-VIX,TAM,M,265
730,Decolar,2018-04-24,2018-05-29,BSB-VIX,TAM,T,265
731,Decolar,2018-04-24,2018-05-29,BSB-VIX,TAM,N,391
732,Decolar,2018-04-24,2018-05-29,BSB-VIX,GOL,M,269
733,Decolar,2018-04-24,2018-05-29,BSB-VIX,GOL,T,269
734,Decolar,2018-04-24,2018-05-29,BSB-VIX,GOL,N,269
735,Decolar,2018-04-24,2018-05-29,BSB-VIX,AZUL,M,248
736,Decolar,2018-04-24,2018-05-29,BSB-VIX,AZUL,T,269
737,Decolar,2018-04-24,2018-05-29,BSB-VIX,AZUL,N,269
738,Decolar,2018-05-29,2018-06-26,BSB-VIX,TAM,M,281
739,Decolar,2018-05-29,2018-06-26,BSB-VIX,TAM,T,281
740,Decolar,2018-05-29,2018-06-26,BSB-VIX,TAM,N,281
741,Decolar,2018-05-29,2018-06-26,BSB-VIX,GOL,M,323
742,Decolar,2018-05-29,2018-06-26,BSB-VIX,GOL,T,323
743,Decolar,2018-05-29,2018-06-26,BSB-VIX,GOL,N,323
744,Decolar,2018-05-29,2018-06-26,BSB-VIX,AZUL,M,267
745,Decolar,2018-05-29,2018-06-26,BSB-VIX,AZUL,T,323
746,Decolar,2018-05-29,2018-06-26,BSB-VIX,AZUL,N,323
747,Decolar,2018-07-31,2018-08-28,BSB-VIX,TAM,M,278
748,Decolar,2018-07-31,2018-08-28,BSB-VIX,TAM,T,335
